business_name,official_website,emails,phones,address,extraction_method,confidence,pages_visited,social_linkedin,social_facebook,social_instagram,social_twitter,social_youtube,social_github,errors,provenance
,https://www.prestonsartellesuite500houstontx.com,,,"675 Bering Drive, Suite 500, Houston, TX",HTTP,0.0,https://www.prestonsartellesuite500houstontx.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.arjunsaraf3860brocktonplnorthvancouver.com,,,"3860 Brockton Pl, 3860 Brockton Pl, North Vancouver, US",HTTP,0.0,https://www.arjunsaraf3860brocktonplnorthvancouver.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.devinsatzsuite240fairfaxva.com,,,"11325 Random Hills Road, Suite 240, Fairfax, VA",HTTP,0.0,https://www.devinsatzsuite240fairfaxva.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.esaunderssuite200rochesterny.com,,,"c/o Royal Oak Realty Trust Inc., Suite 200, Rochester, NY",HTTP,0.0,https://www.esaunderssuite200rochesterny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.bradleysanford2559washingtonroadsuite520pittsburghpa.com,,,"C/O POINTSTATE CAPITAL LP, 2559 WASHINGTON ROAD SUITE 520, PITTSBURGH, PA",HTTP,0.0,https://www.bradleysanford2559washingtonroadsuite520pittsburghpa.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.crissantaanasuite200tampafl.com,,,"C/O DOUBLELINE FUNDS, SUITE 200, TAMPA, FL",HTTP,0.0,https://www.crissantaanasuite200tampafl.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.mredulsardagstalderstrasse10adliswil.com,,,"Gstalderstrasse 10, Gstalderstrasse 10, Adliswil, US",HTTP,0.0,https://www.mredulsardagstalderstrasse10adliswil.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.paulsartori5619countryhillslaneglenallen.com,,,"5619 Country Hills Lane, 5619 Country Hills Lane, Glen Allen, US",HTTP,0.0,https://www.paulsartori5619countryhillslaneglenallen.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.karthiksarma39thfloornewyorkny.com,,,"One Bryant Park, 39th Floor, New York, NY",HTTP,0.0,https://www.karthiksarma39thfloornewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.nitinsathe37thfloorchicagoil.com,,,"150 N Riverside Plaza, 37th Floor, Chicago, IL",HTTP,0.0,https://www.nitinsathe37thfloorchicagoil.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.stellasarrafphdsuite2400losangelesca.com,,,"c/o Spinogenix, Suite 2400, Los Angeles, CA",HTTP,0.0,https://www.stellasarrafphdsuite2400losangelesca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.robertsaunderssuite1950westlafayettein.com,,,"3000 Kent Ave, Suite 1950, West Lafayette, IN",HTTP,0.0,https://www.robertsaunderssuite1950westlafayettein.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.stephensatterfieldsuite360dallastx.com,,,"5950 Berkshire Lane, Suite 360, Dallas, TX",HTTP,0.0,https://www.stephensatterfieldsuite360dallastx.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.shrikantsathe16thfloornewyorkny.com,,,"250 West 55th Street, 16th Floor, New York, NY",HTTP,0.0,https://www.shrikantsathe16thfloornewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.cardiesaunders1007whiteheadrdtrenton.com,,,"1007 WHITEHEAD RD., 1007 WHITEHEAD RD., TRENTON, US",HTTP,0.0,https://www.cardiesaunders1007whiteheadrdtrenton.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.francissauvesuite200torontoa6.com,,,"20 Adelaide Street East, Suite 200, Toronto, A6",HTTP,0.0,https://www.francissauvesuite200torontoa6.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.nitinsapru57thfloornewyorkny.com,,,"c/o Saba LT, 57th Floor, New York, NY",HTTP,0.0,https://www.nitinsapru57thfloornewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.isabelsatrasuite300tampafl.com,,,"2502 N Rocky Point Drive, Suite 300, Tampa, FL",HTTP,0.0,https://www.isabelsatrasuite300tampafl.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.gregorysands18thfloorsanfranciscoca.com,,,"c/o Highnote Platform, 18th Floor, San Francisco, CA",HTTP,0.0,https://www.gregorysands18thfloorsanfranciscoca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.nicholassansonesuite500stlouismo.com,,,"120 S. Central Ave., Suite 500, St. Louis, MO",HTTP,0.0,https://www.nicholassansonesuite500stlouismo.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.matthewsauersuite204mooresvillenc.com,,,"108 Gateway Blvd., Suite 204, Mooresville, NC",HTTP,0.0,https://www.matthewsauersuite204mooresvillenc.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.rajisankarsuite207pepperpikeoh.com,,,"30100 Chagrin Blvd., Suite 207, Pepper Pike, OH",HTTP,0.0,https://www.rajisankarsuite207pepperpikeoh.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.bakhrusashaunitjmilfordct.com,,,"c/o SedMed Inc. 262 Quarry Road, Unit J, Milford, CT",HTTP,0.0,https://www.bakhrusashaunitjmilfordct.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.jonathansands11thfloornewyorkny.com,,,"c/o Artist Capital Management LLC, 11th Floor, New York, NY",HTTP,0.0,https://www.jonathansands11thfloornewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.alisonsangerste2500sanfranciscoca.com,,,"Ironwood Capital Management, Ste 2500, San Francisco, CA",HTTP,0.0,https://www.alisonsangerste2500sanfranciscoca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.ericsandlundsuite715sanfranciscoca.com,,,"601 Montgomery Street, Suite 715, San Francisco, CA",HTTP,0.0,https://www.ericsandlundsuite715sanfranciscoca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.patricksarver750mainstreetcambridgema.com,,,"c/o Sora Fuel Corporation, 750 Main Street, Cambridge, MA",HTTP,0.0,https://www.patricksarver750mainstreetcambridgema.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.jennifersantoscoy0181osloq8.com,,,"Torggata 11, 0181, Oslo, Q8",HTTP,0.0,https://www.jennifersantoscoy0181osloq8.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.jacksavagesuitea2sandyut.com,,,"8160 Highland Dr., Suite A-2, Sandy, UT",HTTP,0.0,https://www.jacksavagesuitea2sandyut.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.raymundsantiago1500berkeleyca.com,,,"200 California Hall, #1500, Berkeley, CA",HTTP,0.0,https://www.raymundsantiago1500berkeleyca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.ravidsapirsuite2300norfolkva.com,,,"999 Waterside Drive, Suite 2300, Norfolk, VA",HTTP,0.0,https://www.ravidsapirsuite2300norfolkva.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.thomassargent11thfloorhartfordct.com,,,"185 ASYLUM STREET, 11TH FLOOR, HARTFORD, CT",HTTP,0.0,https://www.thomassargent11thfloorhartfordct.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.nimishsanghrajkaste210bluebellpa.com,,,"751 Arbor Way, Ste 210, Blue Bell, PA",HTTP,0.0,https://www.nimishsanghrajkaste210bluebellpa.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.paulasantilli2455pacesferryrdseatlanta.com,,,"2455 PACES FERRY RD. SE, 2455 PACES FERRY RD. SE, ATLANTA, US",HTTP,0.0,https://www.paulasantilli2455pacesferryrdseatlanta.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.laynesappste8a516bellevuewa.com,,,"1100 BELLEVUE WAY NE, STE 8A # 516, Bellevue, WA",HTTP,0.0,https://www.laynesappste8a516bellevuewa.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.marksatosuite520shermanoaksca.com,,,"15250 Ventura Boulevard, Suite 520, Sherman Oaks, CA",HTTP,0.0,https://www.marksatosuite520shermanoaksca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.husaynsassacybercityebeneo4.com,,,"The AXIS, CYBERCITY, EBENE, O4",HTTP,0.0,https://www.husaynsassacybercityebeneo4.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.giancarlosarti9119ledgemontdrivebroadviewheights.com,,,"9119 Ledgemont Drive, 9119 Ledgemont Drive, Broadview Heights, US",HTTP,0.0,https://www.giancarlosarti9119ledgemontdrivebroadviewheights.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.everettsandssuite340losangelesca.com,,,"767 S. Alameda, Suite 340, Los Angeles, CA",HTTP,0.0,https://www.everettsandssuite340losangelesca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sarmiscapitalpartnersigp28boulevardfwraiffeisenluxembourg.com,,,"28 Boulevard F.W. Raiffeisen, 28 Boulevard F.W. Raiffeisen, Luxembourg, US",HTTP,0.0,https://www.sarmiscapitalpartnersigp28boulevardfwraiffeisenluxembourg.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.ryansauter403weaverminetrailchapelhill.com,,,"403 WEAVER MINE TRAIL, 403 WEAVER MINE TRAIL, CHAPEL HILL, US",HTTP,0.0,https://www.ryansauter403weaverminetrailchapelhill.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.hermansanchezsuite11hollistonma.com,,,"84 OCTOBER HILL ROAD, SUITE 11, HOLLISTON, MA",HTTP,0.0,https://www.hermansanchezsuite11hollistonma.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.grahamsalisburysuite1928honoluluhi.com,,,"700 Bishop Street, Suite 1928, HONOLULU, HI",HTTP,0.0,https://www.grahamsalisburysuite1928honoluluhi.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.lucasalvato44thfloornewyorkny.com,,,"C/O ARES SECONDARIES ADVISORS LLC, 44TH FLOOR, NEW YORK, NY",HTTP,0.0,https://www.lucasalvato44thfloornewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.shimpysanan1007whiteheadrdtrenton.com,,,"1007 WHITEHEAD RD., 1007 WHITEHEAD RD., TRENTON, US",HTTP,0.0,https://www.shimpysanan1007whiteheadrdtrenton.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.nicholassalgadopmb9331austintx.com,,,"1606 Headway Circle, PMB 9331, Austin, TX",HTTP,0.0,https://www.nicholassalgadopmb9331austintx.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.christiansallerkaiserstrasse14bmunich2m.com,,,"c/o HV Capital, Kaiserstrasse 14b, Munich, 2M",HTTP,0.0,https://www.christiansallerkaiserstrasse14bmunich2m.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.johnsalter23894cyprussgroveorangebeach.com,,,"23894 Cypruss Grove, 23894 Cypruss Grove, Orange Beach, US",HTTP,0.0,https://www.johnsalter23894cyprussgroveorangebeach.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.samlyngpllc2ndfloornewyorkny.com,,,"500 Park Avenue, 2nd Floor, New York, NY",Merged,0.0,https://www.samlyncapitalllc2ndfloornewyorkny.com; https://www.samlyngpllc2ndfloornewyorkny.com; https://www.samlynlp2ndfloornewyorkny.com; https://www.samlynpartnersllc2ndfloornewyorkny.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sharadsamy4thfloornorwalkct.com,,,"601 Merritt 7, 4th Floor, Norwalk, CT",HTTP,0.0,https://www.sharadsamy4thfloornorwalkct.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.thorsamuelson200swilcoxst301castlerock.com,,,"200 S Wilcox St # 301, 200 S Wilcox St # 301, Castle Rock, US",Merged,0.0,https://www.jeffreysamuelson200swilcoxst301castlerock.com; https://www.thorsamuelson200swilcoxst301castlerock.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.karlsanchak6819navajotrailsherrillsford.com,,,"6819 Navajo Trail, 6819 Navajo Trail, Sherrills Ford, US",Merged,0.0,https://www.karlsanchack6819navajotrailsherrillsford.com; https://www.karlsanchak6819navajotrailsherrillsford.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sandboxfundigpllcste202coronadoca.com,,,"1001 B AVE, STE 202, CORONADO, CA",Merged,0.0,https://www.sandboxcapitalmanagementllcste202coronadoca.com; https://www.sandboxfundigpllcste202coronadoca.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sandersonwealthmanagementllcsuite2700atlantaga.com,,,"3280 Peachtree Rd NE, Suite 2700, Atlanta, GA",HTTP,0.0,https://www.sandersonwealthmanagementllcsuite2700atlantaga.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sandalphoncapitalllc23rdfloorchicagoil.com,,,"330 N Wabash, 23rd Floor, Chicago, IL",HTTP,0.0,https://www.sandalphoncapitalllc23rdfloorchicagoil.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.dannysalinas250greenwichstreetnewyorkny.com,,,"110 East 59th Street, 250 Greenwich Street, New York, NY",HTTP,0.0,https://www.dannysalinas250greenwichstreetnewyorkny.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.dipendersaluja12900saratogaavenuesaratoga.com,,,"12900 Saratoga Avenue, 12900 Saratoga Avenue, Saratoga, US",HTTP,0.0,https://www.dipendersaluja12900saratogaavenuesaratoga.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.justinsalvato1100irvineca.com,,,"18101 Von Karman Ave., #1100, Irvine, CA",HTTP,0.0,https://www.justinsalvato1100irvineca.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.dereksaltzman5585winonadrsaintcloud.com,,,"5585 Winona Dr, 5585 Winona Dr, Saint Cloud, US",HTTP,0.0,https://www.dereksaltzman5585winonadrsaintcloud.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.scottsanders22521gatewaycenterdriveclarksburg.com,,,"22521 Gateway Center Drive, 22521 Gateway Center Drive, Clarksburg, US",HTTP,0.0,https://www.scottsanders22521gatewaycenterdriveclarksburg.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.ryansalomone48kingsburydriveholliston.com,,,"48 KINGSBURY DRIVE, 48 KINGSBURY DRIVE, HOLLISTON, US",HTTP,0.0,https://www.ryansalomone48kingsburydriveholliston.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.jeffreysamberg1812ndstreetsanfrancisco.com,,,"181 2nd Street, 181 2nd Street, San Francisco, US",HTTP,0.0,https://www.jeffreysamberg1812ndstreetsanfrancisco.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.chaithanyasamasuite228hollywoodfl.com,,,"3800 S. OCEAN DRIVE, SUITE 228, HOLLYWOOD, FL",HTTP,0.0,https://www.chaithanyasamasuite228hollywoodfl.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.sandalwoodassociatesiiinc101eisenhowerparkwayroseland.com,,,"101 Eisenhower Parkway, 101 Eisenhower Parkway, Roseland, US",Merged,0.0,https://www.sandalwoodassociatesiiinc101eisenhowerparkwayroseland.com; https://www.sandalwoodassociatesiinc101eisenhowerparkwayroseland.com; https://www.sandalwoodsecuritiesinc101eisenhowerparkwayroseland.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.syedsamisuite32staffordtx.com,,,"203 Brand Lane, Suite 32, Stafford, TX",HTTP,0.0,https://www.syedsamisuite32staffordtx.com,,,,,,,HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed; AI Enrichment Error: No AI providers available for structured query.,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
,https://www.samicapitalllc534newyorkny.com,,,"666 Greenwich Street, #534, New York, NY",Merged,0.0,https://www.kevinsami534newyorkny.com; https://www.samicapitalllc534newyorkny.com,,,,,,,AI Enrichment Error: No AI providers available for structured query.; HTTP homepage failed: Failed after 4 attempts. Last error: [Errno 11001] getaddrinfo failed,"{""business_name"": ""scraper"", ""emails"": """", ""phones"": """", ""address"": ""importer""}"
